matreial,materialDescription,quantity,postingDate,cost,movementType,Movement Type Text,Material Document,Document Date,Reference,Storage Location,Customer,userName,Collective number,Time of Entry,reasonArea
400/D8596,SA FENDER LH TRIM 6,-1,11/12/2024,-17.78,551,GI scrapping,4013857099,11/12/2024,,PROD,,HOPKINSTR,,14:08:34,Damaged - Post Obay
400/F2771,ABI FUEL TANK,-1,11/12/2024,-176.95,551,GI scrapping,4013856649,11/12/2024,,PROD,,HOPKINSTR,,13:52:05,Damaged - Production Z7
400/F2771,ABI FUEL TANK,-4,11/12/2024,-707.8,551,GI scrapping,4013856469,11/12/2024,,PROD,,HOPKINSTR,,13:42:41,Damaged - Materials Int
400/J7089,3L AIR FILTER,-2,11/12/2024,-69.43,551,GI scrapping,4013857387,11/12/2024,,PROD,,HOPKINSTR,,14:23:30,Damaged - Production Subs
400/K7862,"pin1"")",-12,11/12/2024,-62.52,551,GI scrapping,4013857380,11/12/2024,,PROD,,HOPKINSTR,,14:22:28,Damaged - Production Subs
400/M7992,WA LH BOOM PIPE,-1,11/12/2024,-58.14,551,GI scrapping,4013856481,11/12/2024,,PROD,,HOPKINSTR,,13:43:07,Damaged - Materials Int
400/M8435,WA RH BOOM PIPE,-1,11/12/2024,-64.2,551,GI scrapping,4013856484,11/12/2024,,PROD,,HOPKINSTR,,13:44:19,Damaged - Materials Int
400/N6334,WA BRAKE MANIFOLD PS,-1,11/12/2024,-4.25,551,GI scrapping,4013857925,11/12/2024,,PROD,,HOPKINSTR,,14:44:02,Damaged - Production Subs
400/P9969,WA POD BASE 81kW STV - BL,-1,11/12/2024,-272.43,551,GI scrapping,4013856854,11/12/2024,,PROD,,HOPKINSTR,,13:59:49,Damaged - Production Z7
400/R1882,WA ACCUMULATOR BKT,-1,11/12/2024,-11.9,551,GI scrapping,4013858034,11/12/2024,,PROD,,HOPKINSTR,,14:46:42,Damaged - Production Subs
400/X5471,MOTOR 11cc UNI-DIRECT,-1,11/12/2024,-140.46,551,GI scrapping,4013857411,11/12/2024,,PROD,,HOPKINSTR,,14:24:23,Damaged - Production Subs
400/X7904,ROCKINGER TOW HITCH - YEL,-8,11/12/2024,-363.7,551,GI scrapping,4013856857,11/12/2024,,PROD,,HOPKINSTR,,14:01:26,Damaged - Materials Int
400/X7986,WA RELEASE LEVER - YELLOW,-18,11/12/2024,-465.89,551,GI scrapping,4013856859,11/12/2024,,PROD,,HOPKINSTR,,14:02:29,Damaged - Materials Int
400/Z8678,WA LH BOOM PIPES 5YJ/K,-3,11/12/2024,-304.71,551,GI scrapping,4013856466,11/12/2024,,PROD,,HOPKINSTR,,13:41:42,Damaged - Materials Int
401/C5751,ABI ENGINE COVER - NO BADGE,-1,11/12/2024,-404.06,551,GI scrapping,4013856583,11/12/2024,,PROD,,HOPKINSTR,,13:50:06,Damaged - Post Obay
401/C5800,ABI ENGINE COVER - BADGE,-1,11/12/2024,-409.76,551,GI scrapping,4013856436,11/12/2024,,PROD,,HOPKINSTR,,13:40:53,Damaged - Materials Int
401/C5800,ABI ENGINE COVER - BADGE,-4,11/12/2024,"-1,639.04",551,GI scrapping,4013856527,11/12/2024,,PROD,,HOPKINSTR,,13:46:47,Damaged - Post Obay
401/E1271,ABI FUEL TANK,-2,11/12/2024,-344.34,551,GI scrapping,4013856858,11/12/2024,,PROD,,HOPKINSTR,,14:02:03,Damaged - Materials Int
401/E3755,WA POD BASE NXG - BLACK,-1,11/12/2024,-262.69,551,GI scrapping,4013856483,11/12/2024,,PROD,,HOPKINSTR,,13:43:55,Damaged - Materials Int
401/J2990,WA BRAKE ACC BRKT HMH,-1,11/12/2024,-10.66,551,GI scrapping,4013858004,11/12/2024,,PROD,,HOPKINSTR,,14:44:52,Damaged - Production Subs
401/R3863,WA SEAL PLATE 97+kW STAGE,-1,11/12/2024,-47.5,551,GI scrapping,4013857290,11/12/2024,,PROD,,HOPKINSTR,,14:17:39,Damaged - Production Subs
401/R4682,HOSE - AC NO.10 C/L - 222,-1,11/12/2024,-22.34,551,GI scrapping,4013857712,11/12/2024,,PROD,,HOPKINSTR,,14:36:10,Damaged - Production Subs
401/T8613,WA PIPE ATB COOLER START,-1,11/12/2024,-22.91,551,GI scrapping,4013857509,11/12/2024,,PROD,,HOPKINSTR,,14:30:06,Damaged - Production  Z2
401/V1020,WA POD BASE 81kW STV - BLACK NO DECAL,-1,11/12/2024,-272.68,551,GI scrapping,4013856709,11/12/2024,,PROD,,HOPKINSTR,,13:56:19,Damaged - Materials Int
401/V1031,WA POD BASE 97+kW STV - B,-1,11/12/2024,-310.96,551,GI scrapping,4013856851,11/12/2024,,PROD,,HOPKINSTR,,13:59:22,Damaged - Production Z7
401/V9699,ACCUMULATOR 0.93L 9 BAR,-2,11/12/2024,-79.6,551,GI scrapping,4013856703,11/12/2024,,PROD,,HOPKINSTR,,13:53:47,Damaged - Production Z7
401/V9710,ACCUMULATOR 0.93L 18.6 BA,-1,11/12/2024,-39.8,551,GI scrapping,4013856701,11/12/2024,,PROD,,HOPKINSTR,,13:52:36,Damaged - Production Z7
401/Z1258,FRONT COVER,-1,11/12/2024,-17.02,551,GI scrapping,4013857052,11/12/2024,,PROD,,HOPKINSTR,,14:07:23,Damaged - Post Obay
402/D8667,SA FENDER RH CONSTRUCTION,-2,11/12/2024,-35.56,551,GI scrapping,4013856997,11/12/2024,,PROD,,HOPKINSTR,,14:05:15,Damaged - Post Obay
402/E9250,BKT 400/80-24 CON STAR TL,-370,11/12/2024,"-219,410.00",551,GI scrapping,4013857435,11/12/2024,,PROD,,HEATHC,,14:25:40,Obsolete Stock Pur/Mat
402/J4978,WA 55KW - SEF SEAL PLATE,-1,11/12/2024,-42.04,551,GI scrapping,4013857384,11/12/2024,,PROD,,HOPKINSTR,,14:23:07,Damaged - Production Subs
402/M4266,WA WORKLIGHT BRKT,-3,11/12/2024,-7.26,551,GI scrapping,4013858211,11/12/2024,,PROD,,HOPKINSTR,,14:50:59,Damaged - Materials Int
402/M5836,POPPET VALVE ASSY,-14,11/12/2024,-395.66,551,GI scrapping,4013858218,11/12/2024,,PROD,,HOPKINSTR,,14:51:27,Damaged - Materials Int
402/M6606,CEAT 400/80-24 L'PRO,-639,11/12/2024,"-193,310.92",551,GI scrapping,4013857435,11/12/2024,,PROD,,HEATHC,,14:25:40,Obsolete Stock Pur/Mat
402/M6611,CEAT 15.5-25 LOADER 12PR,-139,11/12/2024,"-41,816.76",551,GI scrapping,4013857435,11/12/2024,,PROD,,HEATHC,,14:25:40,Obsolete Stock Pur/Mat
402/R6008,FUEL SENDER 415MM,-1,11/12/2024,-15.69,551,GI scrapping,4013857651,11/12/2024,,PROD,,HOPKINSTR,,14:33:31,Damaged - Production  Z2
402/Y4731,FUEL TANK ABI,-1,11/12/2024,-168.38,551,GI scrapping,4013856482,11/12/2024,,PROD,,HOPKINSTR,,13:43:31,Damaged - Materials Int
402/Y4731,FUEL TANK ABI,-1,11/12/2024,-168.38,551,GI scrapping,4013856850,11/12/2024,,PROD,,HOPKINSTR,,13:58:40,Damaged - Materials Int
403/E1190,LIFT RAM RECESS COVER 5XH,-2,11/12/2024,-68.28,551,GI scrapping,4013857114,11/12/2024,,PROD,,HOPKINSTR,,14:09:32,Damaged - Post Obay
403/T5042,ABI BANCO RAD,-1,11/12/2024,-149.36,551,GI scrapping,4013857268,11/12/2024,,PROD,,HOPKINSTR,,14:16:24,Damaged - Production Subs
561/60206,GA RAM SWAY 532 110X50,-1,11/12/2024,-305.56,551,GI scrapping,4013857502,11/12/2024,,PROD,,HOPKINSTR,,14:27:37,Damaged - Production Z7
561/60234,GA RAM RAS LH 110x50 (P90 507 509 510),-1,11/12/2024,-337.64,551,GI scrapping,4013856552,11/12/2024,,PROD,,HOPKINSTR,,13:47:33,Damaged - Post Obay
563/60165,GA RAM LIFT SRS 120x70 P4,-1,11/12/2024,-593.98,551,GI scrapping,4013856800,11/12/2024,,PROD,,HOPKINSTR,,13:56:45,Damaged - Materials Int
565/60130,GA TILT 130 X 70 + Blank (Hallite Rec),-1,11/12/2024,-328.64,551,GI scrapping,4013856550,11/12/2024,,PROD,,HOPKINSTR,,13:47:10,Damaged - Post Obay
572/60058,GA RAM LIFT 160 X 80(535-140 BB LESS CV),-1,11/12/2024,-783.4,551,GI scrapping,4013856587,11/12/2024,,PROD,,HOPKINSTR,,13:50:44,Damaged - Production Z7
611/80049,(W) (P) HOSE 1/4BSP 470mm,-1,11/12/2024,-3.94,551,GI scrapping,4013857201,11/12/2024,,PROD,,HOPKINSTR,,14:13:48,Damaged - Production Subs
613/80089,HOSE,-3,11/12/2024,-30.18,551,GI scrapping,4013857218,11/12/2024,,PROD,,HOPKINSTR,,14:15:06,Damaged - Production Subs
615/31500,HOSE 3/4BSP 700mm,-1,11/12/2024,-13.5,551,GI scrapping,4013857265,11/12/2024,,PROD,,HOPKINSTR,,14:15:41,Damaged - Production Subs
637/33400,HOSE 1BSP 500mm,-1,11/12/2024,-17.61,551,GI scrapping,4013857563,11/12/2024,,PROD,,HOPKINSTR,,14:31:05,Damaged - Production  Z2
700/W7981,WORKLIGHT LED MMX 3000LM(0164Y270),-4,11/12/2024,-102.73,551,GI scrapping,4013858248,11/12/2024,,PROD,,HOPKINSTR,,14:52:58,Damaged - Materials Int
718/20260,battery lead +ve,-1,11/12/2024,-28.48,551,GI scrapping,4013857924,11/12/2024,,PROD,,HOPKINSTR,,14:43:37,Damaged - Production Subs
721/G1692,PS764 PS766 TRANSMISSION,-1,11/12/2024,-30.54,551,GI scrapping,4013857714,11/12/2024,,PROD,,HOPKINSTR,,14:36:40,Damaged - Production Subs
721/U0217,FUEL LINK LEAD HARNESS,-2,11/12/2024,-3.21,551,GI scrapping,4013856648,11/12/2024,,PROD,,HOPKINSTR,,13:51:39,Damaged - Production Z7
721/X9465,P69 INNER BOOM HARNESS,-1,11/12/2024,-38.69,551,GI scrapping,4013858080,11/12/2024,,PROD,,HOPKINSTR,,14:47:45,Damaged - Materials Int
728/G5767,CM2723 ECU,-1,11/12/2024,-64.88,551,GI scrapping,4013857507,11/12/2024,,PROD,,HOPKINSTR,,14:29:36,Damaged - Production  Z2
914/60289,PROPSHAFT FRONT,-1,11/12/2024,-69.45,551,GI scrapping,4013857561,11/12/2024,,PROD,,HOPKINSTR,,14:30:33,Damaged - Production  Z2
334/D3554,WA RH RAS PIVOT,-3,10/12/2024,-147.06,551,GI scrapping,4013818265,10/12/2024,.,PROD,,DSILVAA,,03:10:36,JCB-MALFORMED PARTS
400/E7887,GA REAR DRIVESHAFT,-1,10/12/2024,-87.47,551,GI scrapping,4013822015,10/12/2024,,PROD,,RAFEEQM,,08:17:32,PRODUCTION ROTO
400/Y1737,WA-COVER PLATE,-1,10/12/2024,-14.1,551,GI scrapping,4013821937,10/12/2024,,PROD,,RAFEEQM,,08:14:10,PRODUCTION ROTO
402/J8094,FUEL HOSE sed to tank (RE,-1,10/12/2024,-8.1,551,GI scrapping,4013821984,10/12/2024,,PROD,,RAFEEQM,,08:15:08,PRODUCTION ROTO
402/X8918,HARNESS LOWER CHASSIS 5K*,-1,10/12/2024,-543.71,551,GI scrapping,4013821866,10/12/2024,,PROD,,RAFEEQM,,08:07:29,PRODUCTION ROTO
403/J4572,WA-FL LIGHT COVER,-1,10/12/2024,-11.68,551,GI scrapping,4013821867,10/12/2024,,PROD,,RAFEEQM,,08:08:48,PRODUCTION ROTO
403/K6855,ENG POD LOGO 513-83R,-1,10/12/2024,-6.93,551,GI scrapping,4013821935,10/12/2024,,PROD,,RAFEEQM,,08:13:13,PRODUCTION ROTO
403/R5864,'*4OUTRIGGER EXT RAM COVE,-3,10/12/2024,-19.02,551,GI scrapping,4013821933,10/12/2024,,PROD,,RAFEEQM,,08:11:25,PRODUCTION ROTO
403/R5913,WA OUTRIGGER COVER 1,-4,10/12/2024,-26.8,551,GI scrapping,4013822011,10/12/2024,,PROD,,RAFEEQM,,08:16:42,PRODUCTION ROTO
716/C7078,TRANSDUCER PRESSURE 400BA,-1,10/12/2024,-70.19,551,GI scrapping,4013821869,10/12/2024,,PROD,,RAFEEQM,,08:10:10,PRODUCTION ROTO
332/E7302,VALVE BLOCK 5 SPOOL,-8,09/12/2024,"-5,049.60",551,GI scrapping,4013815184,09/12/2024,.,PROD,,DSILVAA,,22:27:50,DAMAGED-Logistics
31AG/BA036,HOSE -04 BSP HP 360mm B,-1,06/12/2024,-4.48,551,GI scrapping,4013730370,06/12/2024,,PROD,,HOPKINSTR,,10:45:44,Damaged - Materials Int
31AG/BA036,HOSE -04 BSP HP 360mm B,-1,06/12/2024,-4.47,551,GI scrapping,4013731600,06/12/2024,,PROD,,HOPKINSTR,,11:44:41,Damaged - Materials Int
32AG/BA044,(P) HOSE 3/8 BSP HP 440B (LDL MIXED),-1,06/12/2024,-5.89,551,GI scrapping,4013731137,06/12/2024,,PROD,,HOPKINSTR,,11:15:53,Damaged - Materials Int
32AG/BA058,HOSE -06 BSP HP 580mm B,-1,06/12/2024,-4.9,551,GI scrapping,4013730749,06/12/2024,,PROD,,HOPKINSTR,,11:00:21,Damaged - Materials Int
32AG/BA058,HOSE -06 BSP HP 580mm B,-1,06/12/2024,-4.91,551,GI scrapping,4013730642,06/12/2024,,PROD,,HOPKINSTR,,10:53:34,Damaged - Materials Int
32AG/BA200,HOSE -06 BSP HP 2000mm B,-1,06/12/2024,-9.25,551,GI scrapping,4013731367,06/12/2024,,PROD,,HOPKINSTR,,11:33:59,Damaged - Materials Int
32AG/BA200,HOSE -06 BSP HP 2000mm B,-1,06/12/2024,-9.25,551,GI scrapping,4013731432,06/12/2024,,PROD,,HOPKINSTR,,11:34:52,Damaged - Materials Int
32AG/BA200,HOSE -06 BSP HP 2000mm B,-1,06/12/2024,-9.25,551,GI scrapping,4013730700,06/12/2024,,PROD,,HOPKINSTR,,10:55:53,Damaged - Materials Int
32AG/BA200,HOSE -06 BSP HP 2000mm B,-1,06/12/2024,-9.25,551,GI scrapping,4013730596,06/12/2024,,PROD,,HOPKINSTR,,10:51:57,Damaged - Materials Int
32AG/BA210,HOSE -06 BSP HP 2100mm B,-1,06/12/2024,-9.11,551,GI scrapping,4013730595,06/12/2024,,PROD,,HOPKINSTR,,10:51:32,Damaged - Materials Int
32AG/BA210,HOSE -06 BSP HP 2100mm B,-2,06/12/2024,-18.22,551,GI scrapping,4013730701,06/12/2024,,PROD,,HOPKINSTR,,10:56:18,Damaged - Materials Int
32AG/BA210,HOSE -06 BSP HP 2100mm B,-1,06/12/2024,-9.11,551,GI scrapping,4013730220,06/12/2024,,PROD,,HOPKINSTR,,10:40:52,Damaged - Materials Int
32AG/DA048,HOSE -06 BSP HP 480mm B (P493D),-1,06/12/2024,-5.5,551,GI scrapping,4013729917,06/12/2024,,PROD,,HOPKINSTR,,10:21:15,Damaged - Materials Int
332/C0033,HOSE 1/2BSP 1000mm,-1,06/12/2024,-6.54,551,GI scrapping,4013729835,06/12/2024,,PROD,,HOPKINSTR,,10:16:41,Damaged - Materials Int
332/C8561,EARTH LEAD,-1,06/12/2024,-1.6,551,GI scrapping,4013729939,06/12/2024,,PROD,,HOPKINSTR,,10:23:36,Damaged - Materials Int
332/C8561,EARTH LEAD,-1,06/12/2024,-1.6,551,GI scrapping,4013730745,06/12/2024,,PROD,,HOPKINSTR,,10:59:04,Damaged - Materials Int
332/C8561,EARTH LEAD,-1,06/12/2024,-1.6,551,GI scrapping,4013730490,06/12/2024,,PROD,,HOPKINSTR,,10:49:14,Damaged - Materials Int
332/C9591,HOSE-HEATER FEED,-1,06/12/2024,-1.87,551,GI scrapping,4013730499,06/12/2024,,PROD,,HOPKINSTR,,10:49:36,Damaged - Materials Int
332/D3032,HOSE 3/4 BSP   545MM,-1,06/12/2024,-14.24,551,GI scrapping,4013730823,06/12/2024,,PROD,,HOPKINSTR,,11:01:57,Damaged - Materials Int
332/E7054,HOSE 3/8 BSP 2630MM HP,-1,06/12/2024,-7.67,551,GI scrapping,4013730312,06/12/2024,,PROD,,HOPKINSTR,,10:44:20,Damaged - Materials Int
332/F3188,HOSE 3/4 BSP - 1 S,-1,06/12/2024,-23.61,551,GI scrapping,4013729869,06/12/2024,,PROD,,HOPKINSTR,,10:20:03,Damaged - Materials Int
332/F6578,HOSE 3/8 BLKHD-90 4100,-1,06/12/2024,-17.68,551,GI scrapping,4013731197,06/12/2024,,PROD,,HOPKINSTR,,11:21:00,Damaged - Materials Int
332/G1667,GA HOSE 3/8 BSP,-1,06/12/2024,-4.72,551,GI scrapping,4013729937,06/12/2024,,PROD,,HOPKINSTR,,10:23:08,Damaged - Materials Int
332/G9959,GA HOSE 1/2 BSP 1690MM L/BLUE,-1,06/12/2024,-9.69,551,GI scrapping,4013730137,06/12/2024,,PROD,,HOPKINSTR,,10:33:39,Damaged - Materials Int
332/G9959,GA HOSE 1/2 BSP 1690MM L/BLUE,-1,06/12/2024,-9.69,551,GI scrapping,4013731317,06/12/2024,,PROD,,HOPKINSTR,,11:30:19,
332/H2095,HOSE AIR CON - R/D TO TXV,-1,06/12/2024,-7.07,551,GI scrapping,4013731099,06/12/2024,,PROD,,HOPKINSTR,,11:11:00,Damaged - Materials Int
332/T7374,HOSE - 1/2 HP 880 LG,-1,06/12/2024,-6.43,551,GI scrapping,4013731198,06/12/2024,,PROD,,HOPKINSTR,,11:21:29,Damaged - Materials Int
332/T7374,HOSE - 1/2 HP 880 LG,-1,06/12/2024,-6.43,551,GI scrapping,4013731491,06/12/2024,,PROD,,HOPKINSTR,,11:36:07,Damaged - Materials Int
332/W2449,HOSE - 1/2 1040 MM,-1,06/12/2024,-6.87,551,GI scrapping,4013731496,06/12/2024,,PROD,,HOPKINSTR,,11:37:23,Damaged - Materials Int
332/W2449,HOSE - 1/2 1040 MM,-1,06/12/2024,-6.86,551,GI scrapping,4013729318,06/12/2024,,PROD,,HOPKINSTR,,09:50:11,Damaged - Materials Int
333/C2971,FUEL HOSE,-1,06/12/2024,-2.87,551,GI scrapping,4013730936,06/12/2024,,PROD,,HOPKINSTR,,11:04:53,Damaged - Materials Int
333/D5556,DM COOLANT RETURN,-1,06/12/2024,-13.64,551,GI scrapping,4013730744,06/12/2024,,PROD,,HOPKINSTR,,10:57:59,Damaged - Materials Int
333/E2450,HOSE - 08 BSP HP 970mm B,-1,06/12/2024,-6.68,551,GI scrapping,4013729914,06/12/2024,,PROD,,HOPKINSTR,,10:20:50,Damaged - Materials Int
333/E3069,HOSE AIR CONDITIONING,-1,06/12/2024,-20.65,551,GI scrapping,4013729267,06/12/2024,,PROD,,HOPKINSTR,,09:48:05,Damaged - Materials Int
333/E5217,HOSE - 04 BSP HP 370mm C,-1,06/12/2024,-5.51,551,GI scrapping,4013730186,06/12/2024,,PROD,,HOPKINSTR,,10:40:22,Damaged - Materials Int
333/G1631,HOSE- 10 BSP HP 520mm B,-1,06/12/2024,-8.16,551,GI scrapping,4013731366,06/12/2024,,PROD,,HOPKINSTR,,11:32:37,Damaged - Materials Int
333/G1631,HOSE- 10 BSP HP 520mm B,-1,06/12/2024,-8.16,551,GI scrapping,4013730374,06/12/2024,,PROD,,HOPKINSTR,,10:46:16,Damaged - Materials Int
333/H2735,HOSE -10 BSP HP 450mm B,-1,06/12/2024,-8.15,551,GI scrapping,4013731255,06/12/2024,,PROD,,HOPKINSTR,,11:25:35,Damaged - Materials Int
334/C1317,COOLANT CV-HEADER WIDE CH,-1,06/12/2024,-7.71,551,GI scrapping,4013731192,06/12/2024,,PROD,,HOPKINSTR,,11:19:00,Damaged - Materials Int
334/C1317,COOLANT CV-HEADER WIDE CH,-1,06/12/2024,-7.7,551,GI scrapping,4013730647,06/12/2024,,PROD,,HOPKINSTR,,10:54:21,Damaged - Materials Int
33AG/AA094,HOSE -08 BSP HP 940mm A,-1,06/12/2024,-7.37,551,GI scrapping,4013731499,06/12/2024,,PROD,,HOPKINSTR,,11:38:27,Damaged - Materials Int
33AG/BA046,HOSE -08 BSP HP 460mm B (P493D),-1,06/12/2024,-5.81,551,GI scrapping,4013731497,06/12/2024,,PROD,,HOPKINSTR,,11:37:49,Damaged - Materials Int
33AG/BA060,HOSE -08 BSP HP 600mm B,-1,06/12/2024,-6.34,551,GI scrapping,4013731519,06/12/2024,,PROD,,HOPKINSTR,,11:43:13,Damaged - Materials Int
33AG/BA060,HOSE -08 BSP HP 600mm B,-1,06/12/2024,-6.35,551,GI scrapping,4013730131,06/12/2024,,PROD,,HOPKINSTR,,10:32:15,Damaged - Materials Int
34AG/AA084,HOSE -10 BSP HP 840mm A,-1,06/12/2024,-9.25,551,GI scrapping,4013731196,06/12/2024,,PROD,,HOPKINSTR,,11:20:37,Damaged - Materials Int
34AG/AA084,HOSE -10 BSP HP 840mm A,-1,06/12/2024,-9.25,551,GI scrapping,4013730419,06/12/2024,,PROD,,HOPKINSTR,,10:48:49,Damaged - Materials Int
34AG/BA198,HOSE -10 BSP HP 1980mm B,-1,06/12/2024,-14.64,551,GI scrapping,4013729269,06/12/2024,,PROD,,HOPKINSTR,,09:48:55,Damaged - Materials Int
400/K7146,HITCH PIN,-34,06/12/2024,-163.54,551,GI scrapping,4013731609,06/12/2024,,PROD,,HOPKINSTR,,11:50:01,Damaged - Production Subs
400/L4814,SA HOSE 1/4BSP PILOT 1200,-1,06/12/2024,-8.86,551,GI scrapping,4013729311,06/12/2024,,PROD,,HOPKINSTR,,09:49:18,Damaged - Materials Int
400/P2297,SA HOSE -04 1080mm B BLUE,-1,06/12/2024,-6.01,551,GI scrapping,4013731199,06/12/2024,,PROD,,HOPKINSTR,,11:21:54,Damaged - Materials Int
400/U1647,"HOSE - AC, NO.6, C/L - 98",-1,06/12/2024,-5.76,551,GI scrapping,4013730641,06/12/2024,,PROD,,HOPKINSTR,,10:52:57,Damaged - Materials Int
400/Y4424,SA HOSE -08 HP 255mm YELL,-1,06/12/2024,-4.27,551,GI scrapping,4013731060,06/12/2024,,PROD,,HOPKINSTR,,11:09:04,Damaged - Materials Int
401/A1343,HOSE -10 BSP HP 610mm A,-1,06/12/2024,-11.32,551,GI scrapping,4013730284,06/12/2024,,PROD,,HOPKINSTR,,10:43:33,Damaged - Materials Int
401/N2950,(P) SA HOSE -06 440mm B YELLOW (P493D),-1,06/12/2024,-5.26,551,GI scrapping,4013731139,06/12/2024,,PROD,,HOPKINSTR,,11:16:23,Damaged - Materials Int
401/N2952,(P) SA HOSE -06 480mm B WHITE (P493D),-1,06/12/2024,-5.34,551,GI scrapping,4013731170,06/12/2024,,PROD,,HOPKINSTR,,11:16:45,Damaged - Materials Int
401/N2967,(P) SA HOSE -06 440mm B BLUE (P493D),-1,06/12/2024,-5.72,551,GI scrapping,4013729931,06/12/2024,,PROD,,HOPKINSTR,,10:22:04,Damaged - Materials Int
401/N2985,(P) SA HOSE -04 560mm BROWN (P493D),-1,06/12/2024,-6.58,551,GI scrapping,4013731362,06/12/2024,,PROD,,HOPKINSTR,,11:31:14,Damaged - Materials Int
401/N3034,(P) SA HOSE -06 480mm GREEN (P493D),-1,06/12/2024,-5.32,551,GI scrapping,4013731364,06/12/2024,,PROD,,HOPKINSTR,,11:32:10,Damaged - Materials Int
401/N3052,(P) SA HOSE -06 480mm B GREY (P493D),-1,06/12/2024,-5.31,551,GI scrapping,4013731363,06/12/2024,,PROD,,HOPKINSTR,,11:31:41,Damaged - Materials Int
401/N3055,(P) SA HOSE -06 500mm PURPLE (P493D),-1,06/12/2024,-5.36,551,GI scrapping,4013731176,06/12/2024,,PROD,,HOPKINSTR,,11:17:51,Damaged - Materials Int
401/P2070,DM/CV COOLANT FEED ABI,-1,06/12/2024,-6.83,551,GI scrapping,4013730161,06/12/2024,,PROD,,HOPKINSTR,,10:36:22,Damaged - Materials Int
402/D5235,GA HOSE 3/8 BSP 1380mm GR,-1,06/12/2024,-7.44,551,GI scrapping,4013729315,06/12/2024,,PROD,,HOPKINSTR,,09:49:41,Damaged - Materials Int
402/W6855,GA HOSE 1/4 BSP 850mm - P,-1,06/12/2024,-6.01,551,GI scrapping,4013731115,06/12/2024,,PROD,,HOPKINSTR,,11:12:55,Damaged - Materials Int
402/X1276,SA HOSE 1850MM RED,-1,06/12/2024,-11.18,551,GI scrapping,4013729839,06/12/2024,,PROD,,HOPKINSTR,,10:17:13,Damaged - Materials Int
611/23800,HOSE 1/4BSP 2970mm,-1,06/12/2024,-10.76,551,GI scrapping,4013730165,06/12/2024,,PROD,,HOPKINSTR,,10:37:52,Damaged - Materials Int
611/26400,HOSE.1/4BSP 840mm LG,-1,06/12/2024,-4.15,551,GI scrapping,4013731252,06/12/2024,,PROD,,HOPKINSTR,,11:23:44,Damaged - Materials Int
611/26500,"HOSE 1/4"" BSP 650mm",-1,06/12/2024,-3.56,551,GI scrapping,4013731117,06/12/2024,,PROD,,HOPKINSTR,,11:13:19,Damaged - Materials Int
611/26500,"HOSE 1/4"" BSP 650mm",-1,06/12/2024,-3.56,551,GI scrapping,4013731130,06/12/2024,,PROD,,HOPKINSTR,,11:14:04,Damaged - Materials Int
611/28600,HOSE,-18,06/12/2024,-104.67,551,GI scrapping,4013731110,06/12/2024,,PROD,,HOPKINSTR,,11:11:27,Damaged - Materials Int
611/30300,HOSE 1/4BSP 600mm,-1,06/12/2024,-4.23,551,GI scrapping,4013730415,06/12/2024,,PROD,,HOPKINSTR,,10:47:33,Damaged - Materials Int
611/30300,HOSE 1/4BSP 600mm,-2,06/12/2024,-8.45,551,GI scrapping,4013730288,06/12/2024,,PROD,,HOPKINSTR,,10:43:58,Damaged - Materials Int
611/80134,HOSE 1/4BSP 500mm,-1,06/12/2024,-4.24,551,GI scrapping,4013731005,06/12/2024,,PROD,,HOPKINSTR,,11:07:28,Damaged - Materials Int
612/06300,HOSE 3/8 BSP 1375mm,-1,06/12/2024,-4.82,551,GI scrapping,4013730709,06/12/2024,,PROD,,HOPKINSTR,,10:57:32,Damaged - Materials Int
612/21200,HOSE 3/8BSP 520mm,-1,06/12/2024,-4.73,551,GI scrapping,4013730404,06/12/2024,,PROD,,HOPKINSTR,,10:46:37,Damaged - Materials Int
612/30000,HOSE 3/8BSP 735mm,-1,06/12/2024,-4.33,551,GI scrapping,4013730228,06/12/2024,,PROD,,HOPKINSTR,,10:42:47,Damaged - Materials Int
612/31700,"HOSE 3/8"" BSP 380mm",-1,06/12/2024,-4.06,551,GI scrapping,4013729866,06/12/2024,,PROD,,HOPKINSTR,,10:18:48,Damaged - Materials Int
612/33500,HOSE 3/8BSP 2100mm,-1,06/12/2024,-7.18,551,GI scrapping,4013731391,06/12/2024,,PROD,,HOPKINSTR,,11:34:24,Damaged - Materials Int
612/34400,(W) (Pre-P)-HOSE 3/8BSP 1550mm,-1,06/12/2024,-5.83,551,GI scrapping,4013730168,06/12/2024,,PROD,,HOPKINSTR,,10:38:50,Damaged - Materials Int
612/34400,(W) (Pre-P)-HOSE 3/8BSP 1550mm,-1,06/12/2024,-5.83,551,GI scrapping,4013729865,06/12/2024,,PROD,,HOPKINSTR,,10:18:26,Damaged - Materials Int
612/34400,(W) (Pre-P)-HOSE 3/8BSP 1550mm,-1,06/12/2024,-5.83,551,GI scrapping,4013731315,06/12/2024,,PROD,,HOPKINSTR,,11:29:47,Damaged - Materials Int
612/34400,(W) (Pre-P)-HOSE 3/8BSP 1550mm,-1,06/12/2024,-5.83,551,GI scrapping,4013731175,06/12/2024,,PROD,,HOPKINSTR,,11:17:27,Damaged - Materials Int
612/34400,(W) (Pre-P)-HOSE 3/8BSP 1550mm,-1,06/12/2024,-5.83,551,GI scrapping,4013731190,06/12/2024,,PROD,,HOPKINSTR,,11:18:21,Damaged - Materials Int
